Date,Open,High,Low,Close,Adj Close,Volume
7/15/2019,52.349998,53,52.18,52.259998,51.706261,3191400
7/16/2019,52.279999,53.790001,52.279999,53.279999,52.71545,3601100
7/17/2019,53.130001,53.130001,52.27,52.299999,51.745838,3712800
7/18/2019,52.169998,52.73,51.900002,52.439999,51.884354,2969400
7/19/2019,52.529999,52.93,52,52.02,51.468803,4285500
7/22/2019,52.310001,53.099998,52.27,52.68,52.121811,3567200
7/23/2019,52.75,54.25,52.73,54.119999,53.546551,3399900
7/24/2019,54,54.939999,53.849998,54.720001,54.140194,4756600
7/25/2019,53.330002,55.939999,52.41,54.91,54.328182,8684100
7/26/2019,54.860001,54.860001,53.139999,53.25,52.685772,5835400
7/29/2019,53.150002,53.689999,52.689999,52.880001,52.319695,3785900
7/30/2019,52.549999,52.799999,52.150002,52.549999,51.993187,2794400
7/31/2019,52.549999,52.709999,51.389999,51.529999,50.983997,4985500
8/1/2019,51.529999,52.279999,50.419998,50.959999,50.420036,4588000
8/2/2019,50.84,50.970001,50.25,50.619999,50.083633,3142500
8/5/2019,50,50,48.400002,48.959999,48.441227,5156500
8/6/2019,49.389999,49.790001,49.049999,49.709999,49.183277,3234900
8/7/2019,49.18,50.169998,48.77,49.93,49.400948,3592400
8/8/2019,50.240002,50.799999,49.91,50.490002,49.955017,3673100
8/9/2019,50.23,50.759998,50.060001,50.450001,49.91544,2594300
8/12/2019,50.02,50.150002,49.540001,50.049999,49.51968,2051000
8/13/2019,49.400002,50.950001,49.360001,49.919998,49.391052,3240500
8/14/2019,49.419998,49.439999,48.220001,48.759998,48.243347,3653800
8/15/2019,48.91,49.040001,48.09,48.209999,47.699173,2935600
8/16/2019,48.700001,50.009998,48.549999,49.790001,49.262432,2997200
8/19/2019,50.330002,50.950001,50.299999,50.639999,50.103424,3540100
8/20/2019,50.450001,50.470001,49.73,50.02,49.666534,2296900
8/21/2019,50.41,50.889999,50.349998,50.59,50.232506,2096500
8/22/2019,50.810001,51.57,50.66,51.189999,50.828266,3470200
8/23/2019,50.950001,51.939999,50.23,50.560001,50.202724,4692100
8/26/2019,50.939999,51.16,50.240002,50.689999,50.331802,3608800
8/27/2019,50.970001,51.119999,50.189999,50.490002,50.133217,2519100
8/28/2019,50.240002,51.52,50.119999,51.16,50.798481,2614900
8/29/2019,51.66,52.389999,51.610001,52.299999,51.930424,3851800
8/30/2019,52.599998,53.189999,52.18,52.32,51.950283,3274700
9/3/2019,51.889999,52.240002,50.91,51.380001,51.016926,4298000
9/4/2019,51.830002,52.290001,51.009998,52.099998,51.731838,3167000
9/5/2019,52.599998,53.130001,52.439999,52.52,52.148872,3236100
9/6/2019,52.75,53.150002,52.080002,52.139999,51.771557,2773600
9/9/2019,52.139999,53.299999,51.82,53.080002,52.704914,3127600
9/10/2019,53.290001,53.630001,52.880001,53.380001,53.002792,3196200
9/11/2019,53.470001,54.860001,53.040001,54.709999,54.323395,5496000
9/12/2019,54.790001,55.470001,54.299999,54.98,54.591484,2963500
9/13/2019,55.98,56.349998,55.650002,55.790001,55.395763,4400800
9/16/2019,54.389999,55.860001,54.060001,55.810001,55.415623,4727300
9/17/2019,55.25,56.279999,55.209999,55.73,55.336189,4270200
9/18/2019,55.700001,56.490002,55.599998,56.23,55.832653,4514200
9/19/2019,56.09,56.209999,55.060001,55.080002,54.690781,4054800
9/20/2019,55.16,55.439999,54.27,54.490002,54.10495,7034800
9/23/2019,54.349998,54.759998,53.959999,54.48,54.09502,2910200
9/24/2019,54.939999,55.18,54.07,54.73,54.343254,3402100
9/25/2019,54.759998,55.34,54.52,54.82,54.432617,2118900
9/26/2019,54.869999,55.18,54.439999,54.580002,54.194313,2528900
9/27/2019,54.900002,55.169998,54.060001,54.34,53.956013,3160700
9/30/2019,54.400002,54.689999,53.73,54.009998,53.628338,3712900
10/1/2019,54.290001,54.900002,53.290001,53.369999,52.992863,4204900
10/2/2019,52.720001,53,51.189999,52.040001,51.672264,5131400
10/3/2019,52.040001,52.439999,51.259998,52.259998,51.890705,4079200
10/4/2019,52.16,52.990002,52.16,52.790001,52.416962,2779800
10/7/2019,53,53.450001,52.779999,53.040001,52.665195,2775100
10/8/2019,52.73,53.720001,52.41,53.029999,52.655266,3751400
10/9/2019,53.57,54.139999,53.130001,53.490002,53.112019,3698600
10/10/2019,52.700001,53.84,52.599998,53.669998,53.290741,2822400
10/11/2019,54.369999,54.610001,53.880001,53.919998,53.538975,3032800
10/14/2019,53.720001,54.299999,53.720001,54.029999,53.648197,1932800
10/15/2019,53.990002,54.779999,53.650002,54.16,53.777283,3505800
10/16/2019,54.16,54.599998,53.66,53.669998,53.290741,4356100
10/17/2019,54.049999,54.209999,53.689999,53.860001,53.479401,3872500
10/18/2019,53.869999,54.720001,53.450001,53.48,53.102085,7672900
10/21/2019,54.310001,54.310001,53.139999,53.23,52.853851,6836000
10/22/2019,53.119999,53.509998,52.290001,52.919998,52.546043,5598400
10/23/2019,52.93,53.41,52.66,53.240002,52.863785,5038300
10/24/2019,54.200001,57.099998,54,56.290001,55.892231,10462200
10/25/2019,56.07,56.799999,55.73,56.740002,56.339054,4043800
10/28/2019,56.919998,57.82,56.830002,57.639999,57.232689,5439200
10/29/2019,57.610001,57.900002,57.150002,57.209999,56.805729,3074800
10/30/2019,57.189999,57.27,56.48,57.040001,56.636932,2280500
10/31/2019,56.549999,56.639999,55.73,56.130001,55.733364,2555200
11/1/2019,56.34,56.369999,55.849998,56.259998,55.862442,2364500
11/4/2019,56.529999,56.990002,56.369999,56.98,56.577351,2368000
11/5/2019,57.16,57.98,57.009998,57.880001,57.470997,2897900
11/6/2019,57.900002,57.900002,57.040001,57.860001,57.451138,2649200
11/7/2019,58,58.5,57.860001,58.240002,57.828453,2860900
11/8/2019,58.200001,58.349998,57.889999,58.18,57.768875,2520600
11/11/2019,58.009998,58.299999,57.200001,58.259998,57.848309,3172600
11/12/2019,58.34,58.41,57.669998,57.849998,57.441204,1936000
11/13/2019,57.599998,57.84,57.450001,57.59,57.183044,1817900
11/14/2019,57.240002,57.720001,57.080002,57.630001,57.222763,1901400
11/15/2019,57.889999,58.150002,57.68,57.790001,57.38163,1647700
11/18/2019,57.68,57.799999,57.200001,57.779999,57.3717,2205200
11/19/2019,57.990002,58.049999,57.299999,57.549999,57.143322,2103400
11/20/2019,57.330002,57.490002,56.259998,56.830002,56.428417,3125800
11/21/2019,56.849998,57.07,56.540001,56.59,56.190109,2125900
11/22/2019,56.810001,57.119999,56.599998,57.009998,56.60714,1530200
11/25/2019,57.200001,57.77,56.84,57.560001,57.153255,2076400
11/26/2019,57.779999,57.889999,57.119999,57.59,57.183044,2665400
11/27/2019,57.669998,57.950001,57.389999,57.75,57.341911,1627000
11/29/2019,57.75,57.950001,57.470001,57.639999,57.232689,1098400
12/2/2019,57.599998,57.799999,56.700001,56.720001,56.319195,2977200
12/3/2019,56.200001,56.34,55.619999,55.93,55.534775,3669100
12/4/2019,56.080002,56.549999,55.759998,55.779999,55.38583,3379700
12/5/2019,56.049999,56.18,55.490002,55.529999,55.1376,2791700
12/6/2019,55.82,56.27,55.77,55.939999,55.544704,2257000
12/9/2019,55.810001,55.939999,55.41,55.470001,55.078026,2553700
12/10/2019,55.290001,55.580002,54.759998,54.91,54.699482,2785000
12/11/2019,54.540001,54.849998,53.810001,54,53.792969,4881300
