Date,Open,High,Low,Close,Adj Close,Volume
2019-07-15,89.870003,90.339996,89.660004,90.160004,88.458298,6061300
2019-07-16,90.220001,90.480003,89.589996,90.080002,88.379814,5591900
2019-07-17,90.080002,90.379997,89.730003,90.250000,88.546608,4635900
2019-07-18,90.330002,91.540001,89.949997,91.500000,89.773010,6471400
2019-07-19,91.410004,91.610001,90.230003,90.300003,88.595657,10804800
2019-07-22,90.519997,91.180000,90.050003,90.919998,89.203949,5636600
2019-07-23,91.250000,91.360001,89.169998,90.110001,88.409248,7609200
2019-07-24,89.900002,90.750000,89.680000,90.650002,88.939049,5388100
2019-07-25,91.489998,91.550003,90.470001,90.980003,89.262825,8106300
2019-07-26,96.400002,99.720001,95.209999,99.110001,97.239372,20846500
2019-07-29,98.050003,98.940002,97.209999,98.019997,96.169945,11184500
2019-07-30,97.500000,98.279999,96.519997,96.650002,94.825798,7248300
2019-07-31,96.650002,96.650002,93.500000,94.690002,92.902794,9912100
2019-08-01,95.000000,97.580002,94.580002,95.379997,93.579773,8342300
2019-08-02,95.000000,96.040001,94.800003,95.510002,93.707321,6381700
2019-08-05,94.510002,95.519997,93.029999,93.699997,91.931480,8917400
2019-08-06,94.309998,95.709999,93.800003,95.339996,93.540535,7438000
2019-08-07,94.599998,95.699997,94.169998,95.220001,93.776901,6414000
2019-08-08,95.230003,96.410004,94.440002,96.269997,94.810974,7423600
2019-08-09,96.150002,96.839996,95.419998,96.300003,94.840530,5209200
2019-08-12,95.779999,96.019997,94.300003,94.910004,93.471596,5513800
2019-08-13,94.519997,96.669998,94.209999,96.629997,95.165520,8915600
2019-08-14,95.910004,97.019997,94.870003,94.919998,93.481438,9989500
2019-08-15,95.500000,96.269997,94.610001,95.529999,94.082199,5559400
2019-08-16,96.290001,96.830002,95.849998,96.519997,95.057190,4852200
2019-08-19,97.230003,97.410004,96.220001,96.660004,95.195076,5324900
2019-08-20,96.349998,97.120003,95.589996,95.629997,94.180672,6809100
2019-08-21,96.269997,96.650002,95.730003,96.320000,94.860222,4740500
2019-08-22,96.589996,96.849998,95.699997,96.489998,95.027649,5146200
2019-08-23,96.410004,97.099998,94.389999,94.699997,93.264771,8076600
2019-08-26,95.379997,96.500000,95.000000,96.500000,95.037491,5802600
2019-08-27,96.699997,97.099998,96.029999,96.089996,94.633705,6539800
2019-08-28,96.230003,97.209999,96.000000,97.070000,95.598862,4948800
2019-08-29,97.849998,98.070000,97.059998,97.699997,96.219307,4514300
2019-08-30,98.139999,98.139999,96.110001,96.559998,95.096581,5209500
2019-09-03,96.419998,97.209999,96.050003,96.769997,95.303406,5150700
2019-09-04,94.480003,96.330002,93.029999,96.110001,94.653404,12937000
2019-09-05,96.540001,96.959999,95.169998,95.559998,94.111740,5514400
2019-09-06,95.750000,96.339996,95.510002,95.739998,94.289017,3991800
2019-09-09,95.800003,95.930000,93.739998,94.160004,92.732964,6523300
2019-09-10,93.809998,93.879997,89.300003,90.349998,88.980698,12490900
2019-09-11,90.180000,91.449997,89.610001,90.980003,89.601158,8406600
2019-09-12,92.160004,93.320000,91.769997,92.059998,90.664787,6862200
2019-09-13,92.150002,92.150002,90.320000,90.480003,89.108734,6972300
2019-09-16,90.019997,90.449997,89.379997,89.419998,88.064789,6339200
2019-09-17,89.669998,91.459999,89.650002,90.750000,89.374641,6493200
2019-09-18,90.980003,91.360001,90.059998,90.959999,89.581459,4510700
2019-09-19,90.989998,92.099998,90.300003,91.559998,90.172356,4843600
2019-09-20,91.610001,92.080002,90.059998,90.070000,88.704948,10913800
2019-09-23,90.320000,91.160004,89.930000,90.809998,89.433723,4532400
