Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
2019-07-15,"Companies I am looking at which have the (see below) type of return in the next 1-2 years:
$DIS
$QCOM
$SBUX 
___________________

$AMD
$BB
$IBM
$OSTK
$NIO a MAYBE depending on how they perform/grow in the coming year & how much of the markets OUTSIDE OF CHINA they can capture.",What do you like to order when you go to $SBUX,Analysts’ Recent Ratings Changes for Starbucks $SBUX  http://americanbankingnews.com/?p=11076852  #stocks,If you think it’s really that good you should check out Shake Shack stock... $SHAK! Imagine investing early in $SBUX or $CMG. I think investing in $SHAK will result in similar stock gains. Check out my analysis...  https://smartersquirrel.com/invest/will%20shake%20shack%20do%20to%20burgers%20what%20starbucks%20did%20to%20coffee … 🍔🐿,Two Freetraders in the top 3 now! 💪 @doddsie and @_AlexSherwood picked $TSLA  and $SBUX respectively. Hard to beat @harleymorlet's stock. 👏 https://twitter.com/freetrade/status/1149615142109188096 …,In some weekly 91s $SBUX ride or die on them  https://twitter.com/TrendSpider/status/1150845732162875395 …,Watch #StevenMnuchin's Surprise Press Conference on #Cryptocurrency #bitcoin  https://www.ccn.com/news/watch-steven-mnuchin-crypto-press-conference/2019/07/15/ … $usdu $uup $cyb $yinn $yang $cn $chn $fxch $cny $spy $spx $dia $djia $qqq $ixic $tlt $ief $tyx $shv $btc $xbt $gbtc $gdx $gld $bar $nugt $hyg $sq $sbux $msft $axp $pypl $ma $v $fb,"Jul 15 - Stocks with new all time/52 week highs

$AMD $MRVL $CSCO $WKHS $SBUX $DAL $FDC $PG $TXN $PYPL 

(+30 more results)  Sort data by Chg, %, vol and more. 
 http://stockbeep.com/nhjul15e 
#stocks #trading",$AMD $TWTR $SBUX $CHGG 🍆💦,"At what point do fundamentals matter with $SBUX trading at a  30x Forward P/E?! Technically, can someone chime in on the Bull case here since I don’t understand the Fundamental case... I see RSI at nosebleed levels and MACD says Lofty, and about how high above its own 200DMA?  pic.twitter.com/J5ygvKZ6FM",Over 60 $SPX #stocks put in new 52 week highs Monday. Largest by #marketcap include $MSFT $WMT $PG $MA $CSCO $HD $ADBE $PYPL $ACN $COST $LIN $TXN $SBUX $AXP $CHTR $INTU $TJX $EL $CL and $SPGI; $TAP and $XEC each hit new 52 week lows #trading,#estate asset watch - most active $NDX stocks on Monday - $AMD SYMC $MU $SIRI $FB $AAPL $MSFT $CMCSA $INTC $TSLA $NFLX $NVDA $CSCO $JD $QCOM $AMAT $GILD $TMUS $WDC $SBUX $EBAY $MYL $ILMN $ATVI $TXN $KHC $MDLZ $AVGO $AAL $PYPL $WBA $AMZN $CSX $AMGN $FAST $PEP $CTSH $BIDU $EA $WYNN pic.twitter.com/JuVlbA5CL0,$SBUX This doesn't look like a chart that's about to almost double in a year... Trading is easy they said...  pic.twitter.com/HpaySCsgOY,#estate planning - most active $OEX stocks on Monday - $BAC $GE $F $C $WFC $PFE $FB $AAPL $MSFT $T $CMCSA $INTC $JPM $OXY $ABBV $MRK $ORCL $BMY $VZ $NFLX $JNJ $NVDA $KMI $CSCO $MS $QCOM $SLB $GILD $CVS $AGN $BA $XOM $DIS $KO $SBUX $GM $DOW $PG $BK $COP $EXC $CAT $PM $MO $ABT $USB pic.twitter.com/jyK6wlntIF,Haven't looked at $SBUX chart in a while... Holy F 😱  pic.twitter.com/2p6ZoRMaRK,$SBUX perking up☕️  https://twitter.com/TrendSpider/status/1150845732162875395 …,$SBUX zooming today pushing to the top of the newly established channel. SMA's curling up to offer support.  pic.twitter.com/VYCfbme9YK,Imagine every $SBUX coffee with @GrnOrganicDutch @SymriseAG CBD Coffee $NBEV pic.twitter.com/4WahKRxzFU,Imagine $SBUX and @GrnOrganicDutch and CBD Coffee https://twitter.com/SymriseFlavorNA/status/1150841226603704325 …,How many $SBUX does it take to make a poker game in $TILT ??,Seems like a good time to sell some $sbux calls,That's how they get you! $SBUX,"Out of $sbux for 60%+ 
Wedge formation shaping up
Buyers getting weaker  pic.twitter.com/Yfl0FmbWoO","Thanks M3 for Luckin $Lk charts. Bought and held this sucker from day it IPO’d. Went straight dn to 17, but it’s climb through 20 certainty helps. Liked business model and expansion in China as $sbux killer.","$SBUX I like #Starbucks and all, but doesn't mean I'm a buyer at 90         (Thanks to @TrendSpider for the chart  https://www.trendspider.com/?fp_ref=davidm  ) $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #investing #finance #stocks #gold $FB $NFLX $AAPL $AMZN $TSLA $TWTR","@TheHerd congrats on cutting the coffee cord.  My wife and I gave up $SBUX more than 2 yrs ago.  We estimate we are saving $3650/yr. Over the balance of our life, $160,000.  We grind our own beans and drink single cup servings. #Coffee",$SBUX sorry shorts don’t bet against coffee- 91 next stop  pic.twitter.com/kJaucERXJw,"$VISL $1.44 - OVERSOLD technical alert - Down from $8 with MFI at 88??? WTF? And offering is at $2/share!  $CSC $DVMT $DOV $DST $ATVI $EA $MU $PYPL $SIRI
$LYFT $UBER $FISV $SYMC $CHKP $SWKS $CA $STX $CMCSA $SBUX $PCLN $NFLX $CHTR $FOXA $ROST $DISH $MAT $BBBY $VIAB $QVCA $NCLH pic.twitter.com/MK2rIFJIFY","cricket bat
 https://www.torn.com/loader.php?sid=attackLog&ID=02063de8a4558765c53a6a2a0c916ca6 …
 https://www.torn.com/loader.php?sid=attackLog&ID=68396d506169645da6133d7088b3931f …
 https://www.torn.com/loader.php?sid=attackLog&ID=5b5700d19a0b3b1d797afd346165ab25 …
 https://www.torn.com/loader.php?sid=attackLog&ID=0be51916f861c0c00494ae126ca44011 …
 https://www.torn.com/loader.php?sid=attackLog&ID=54358ded14ce0ccc97104cccf9b9c5cc …
 https://www.torn.com/loader.php?sid=attackLog&ID=2b4b7660a7a4ceaf61ac26cf9b48a74a …
 https://www.torn.com/loader.php?sid=attackLog&ID=0a358285d994a332c7206c6bfe59e5c2 …
$MCD $GRIN $SBUX $WEN $QUAN",#estate asset watch - some new 30 day highs were reach Monday by:  -- $AMD $CAPR $MU $F $C $VALE $$MSFT $INFY $GOLD $MRVL $MCRN $CSCO $CY $DAL $SBUX $SBUX $PG $EGO $HPQ $FDC $SES $TJX $WW $TXN $PHM $CYBR $PYPL $GLPG $CARA $PAGS $HD $UAA $CVX $WMT 4GS $DISCA $AFL $MET $MA $PSX pic.twitter.com/IAu3wYsTQD,"A Beginner’s Guide to Stock Investing. 

On Amazon. 

Link:  https://www.amazon.com/Beginners-Guide-Stock-Investing-Getting-ebook/dp/B07FTXYXKJ/ref=sr_1_1?ie=UTF8&qid=1532939123&sr=8-1&keywords=rocco+capici …
$SWKS $SLG $SNA $SO $LUV $SPGI $SWK $SBUX $STT $SRCL $SYK $STI $SIVB $SYMC $SYF $SNPS $SYY $TROW $TTWO $TPR $TGT $TEL $FTI $TXN $TXT $TMO $TIF $TWTR $TJX $TMK $TSS $TSCO $TDG $TRV $TRIP $FOX pic.twitter.com/BZEIFim98c",$SBUX 89.64 about to be tested.. if that breaks see ya at nLOD,#estate asset watch - most active options Monday - $TSLA $AAPL $AMD $BAC $INTC $FB $C $TEVA $BABA $F $DXC $MU $SYMC $JPM $AMZN $TWTR $NFLX $SNAP $NVDA $MSFT $SQ $BA $RLGY $DIS $GE $TGT $X $CGC $PCG $BYND $JNJ $ROKU $WFC $T $GS $NIO $ACB $CAT $MRK $HD $CVS $CPE $WMT $ON $SBUX  pic.twitter.com/7jjcJvGWlr,$SBUX 90 fail on deckk.. see ya at 88.5,#Starbucks my fourth #threebagger (in € terms) and going $SBUX @MotleyFoolMoney,$SBUX 90 fail.. looking for that 88.5,"Jul 15 - All time/52 wk high stocks in morning trading

$AMD $MRVL $WKHS $PG $SBUX $FDC $CYBR $TXN $PAGS $UAA 

(+13 more results)  Scan updates every 5 secs.
 http://stockbeep.com/nhjul15a 
#stocks #trading",OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days:  http://ow.ly/6HZC30p7X18  It's FREE! No Credit Card Required! $MU $INTC $SBUX $LULU,"Anyone else think Starbucks $SBUX is a little too hot to touch? Let’s just ignore that PEG ratio, heck just ignore valuations altogether",Starbucks Corporation: 30 (-6.88%)  http://StockFluence.com/fund/starbucks  $SBUX #Starbucks #Sentiment #Stock #Analysis #BigData,New 52 Week High today: $SBUX $CHTR $BKI $HD $EFC $LUNA $KTF $LIFE $GDXJ $PSA $COUP $DG $RCM $XRLV $BSE $FSTA $VIV $WKHS $NSP $HLIT ... https://swingtradebot.com/alerts/27-new-52-week-high …,I should have bought more shares of $SBUX when they were trading around $55 😪,$SBUX - Starbucks: Competitive Landscape Shifts In China  https://seekingalpha.com/article/4274960-starbucks-competitive-landscape-shifts-china?source=feed_f …,$SBUX makes no sense to me,$SBUX if this collapses hard today.. will hold this and swing it,$SBUX looking like its about to finally come crashing down.. hit that long awaited 90 but lets be real this is not even worth 75/share  pic.twitter.com/STi6Ka2ybK,$SBUX about to test that vwap.. if 90.07 breaks.. see ya at 88!,"52 week high for @Starbucks today, but is it strong enough to buy? MarketEdge went long on $SBUX on 2/22, and it's up 27% since, sign up to see what our Technical Analysis says before you pour yourself a cup!  https://www.marketedge.com  #stocks #investing #trading #technicalanalysis pic.twitter.com/t9IFM5Fyln",$SBUX see you below 90 😎  pic.twitter.com/9n6BFOlgAt,$SBUX if you're not taking profits here at 90.. you sir/ma'am are a moron..,$SBUX waited for that 90 for 2 weeks.. short here 90.3,"WEIRD!!!

$SBUX ATH AGAIN !!

Stop sleeping on it and start buying it haha","I'm happily clinging to the last of my extremely vintage position, but for the life of me I can't understand why $SBUX has climbed 76% in the past year.  pic.twitter.com/xJowpDab3n","$SBUX:- Bullish Accumulation Alert [52 Week percentile is > 99.9%], Current Price/52W High Are: 89.8/89.8","$VISL$1.61 VISLINK NASDAQ-(GAPPING)-PreMKT $2/sh-OFFERING will pay off Convertibles! $ATVI $EA $MU $PYPL $SIRI
$LYFT $UBER $FISV $SYMC $CHKP $SWKS $CA $STX $CMCSA $SBUX $PCLN $NFLX $CHTR $FOXA $ROST $DISH $MAT $BBBY $VIAB $QVCA $NCLH $TSCO $LVNTA $ILMN $SHPG $COST $MNST $MDLZ pic.twitter.com/SUMx7JSncU","@cnbc NRPI #tinyfloat #smallcaps #nasdaq #otcmarket #merger #stocks
#btc #daytrade #swingtrade #diamonds $gold #usd $silver #stockcharts
#otcpk #otcqx #otcqb #otc #stockmarket #investing $fb $pfe $sbux $soly
$twtr $c #finance #stock $ibm $btc $eth $usd $ca $fcel $tops $trnx $gold pic.twitter.com/MSlub9J04B",$SBUX - A startup that helps big brands like Starbucks in-house their data has raised $50 million to take on Salesforce and Adobe  https://www.businessinsider.com/amperity-raises-50m-to-take-on-salesforce-adobe-2019-7?utm_campaign=cityfalcon&utm_medium=cityfalcon&utm_source=cityfalcon …,"This campaign calls on #Starbucks to #EndForcedArbitration→ 

#ForcedArbitration #DumpForcedArbitration #ToBeAPartner $SBUX #BaristaLife #BaristaProblems https://www.coworker.org/petitions/stop-forced-arbitration-at-starbucks?utm_source=twitter&utm_campaign=Twitter&utm_content=SbuxForcedArbPetition …",$SBUX's in Uptrend: Moving Average Convergence Divergence (MACD) Histogram just turned positive. View odds for this and other indicators:  https://tickeron.com/go/341146  pic.twitter.com/KrcW6OZHT2,Short sale vol (not short interest) for $SQQQ on 2019-07-12 is 66%.  http://shortvolumes.com/?t=SQQQ  $SBUX 46% $IBB 72% $FCAU 33% $KNX 53%,,,,
2019-07-16,#Starbucks Looks Extended on the Upside - Lock in Some Gains - $SBUX #StockMarket https://realmoney.thestreet.com/investing/starbucks-looks-extended-on-the-upside-lock-in-some-gains-15021522 …,I’m a big tipper too! 💵 Left $10 tip at Starbucks the other day and $5 today. Let’s be thankful for those around us. #Dividends used for #generosity and doing #good come back 10 fold! 📈 (Disclosure: I am long $SBUX),"90043 LAX airport.. 
Katy Perry #music The Postal Service 'such great heights' 
#musicbiz2020
$WMT $SBUX $QUAN $GRIN #newlyrich @Pennyworth #television 
oro y amarillo 90043. 
SAVIOKE wifi
arpeggios PegLeg taipan tycoon 
 http://www.trackdollar.com   http://www.wheresgeorge.com  $DAL $LUV pic.twitter.com/Xkh9CKXDHB","$SBUX Short trade idea 😊All analysis on the chart!
#SBUX #stocks #stockstowatch #StockMarket #StocksToTrade #trading #technicalanalysis #watchlist pic.twitter.com/uF0eeQVZOx","Jim Cramer Reveals Which Stocks He Would Buy Right Now and Why

$CMG $SBUX $MCD https://www.thestreet.com/jim-cramer/jim-cramer-stock-picks-recession-15021156 …",Best Performing Stocks Over The Last 12 Months $AMD $AVP $AZO $CMG $HSY $PG $COKE $TREE $SBUX $IIPR  https://talkmarkets.com/content/stocks--equities/best-performing-stocks-over-the-last-12-months?post=227462 …,"Happy to celebrate the success of new @Starbucks Manager, Molly! Fun Fact: Molly's Idylwyld Dr location is the only #sbux where you can find Nitro Cold Brew in #yxe! 
#businessYXE pic.twitter.com/Bg4k3ypqkY",Starbucks $SBUX looks extended on the upside - @BruceKamich says to lock in some gains  https://buff.ly/2lMQLYD ,"Weekly Stock Market Review:
✅ Week #29 ✅
Top 10 Stocks Picks For This Week
 http://messages.responder.co.il/4009649 
$AAPL $NVDA $MU $AMZN $FB $GOOGL $NFLX $SPY $QQQ $DIA $INTC $AMD $F $GOOG $BRK_B $GLD $SBUX $BA $VIX $CC $VAC $WIX #nasdaq #stockstowatch #tradingpsychology #tradingsignals $ANET","$SBUX Starbucks Looks Extended on the Upside - Lock in Some Gains

 https://realmoney.thestreet.com/investing/starbucks-looks-extended-on-the-upside-lock-in-some-gains-15021522?_ga=2.112012356.1366129421.1563135746-1568285633.1527031569 …","Top #moneyflow for #nasdaq today
$AMZN $AAPL $MU $QCOM $SBUX $CSCO $BIDU $INTU $WYNN $NFLX ... https://appsto.re/i6hH3LG ","RECAP 7/16 +Pos Comments:
$SBUX + OTR
$EA + Stephens
$FHN + BofAML
$TRIP + Standpoint
$EXPE + Standpoint",Nearly 60 $SPX #stocks put in new 52 week highs Tuesday. Largest by #marketcap include $WMT $PG $MA $CSCO $KO $CMCSA $MCD $PYPL $MDT $COST $LIN $SBUX $AXP $CHTR $INTU $EL $MMC $ICE $WM and $KMB. $XEC hit a new 52 week low #trading,#estate asset watch - most active $NDX stocks on Tuesday - $AMD $MU $MSFT $SIRI $AAPL $INTC $CMCSA $FB $WDC $SYMC $NVDA $JD $TSLA $CSCO $QCOM $EBAY $JBHT $AAL $MDLZ $EA $NFLX $AMAT $CSX $SBUX $MYL $GILD $TMUS $ATVI $KHC $FAST $TXN $UAL $PEP $PYPL $WBA $CELG $BIDU pic.twitter.com/fWeu62tQuG,"$PHUN $2.33 +12%- Nasdaq - REVERSING up fast now, down from $500.00 no kidding! $MU $PYPL $SIRI $LYFT $UBER $FISV $SYMC $CHKP $SWKS $CA $STX $CMCSA $SBUX $PCLN $NFLX $CHTR $FOXA $ROST $DISH $MAT $BBBY $VIAB $QVCA $NCLH $TSCO $LVNTA $ILMN $SHPG $COST $MNST $MDLZ $WFM $SBAC $VOD pic.twitter.com/vYMBdvQO51",Worth watching:  $EHTH $IIPR $AVP $COKE $OLED $WING $BLL $TREE $LNTH $SBUX $RGEN $MKTX $DF $SPN $NLS $ASNA $KIRK $STMP $OMI $SUP $UNFI $DPLO $AAOI $WW $ACOR $REI $DNR $NVR,$SBUX so I watch this stock closely....a very big player is manipulating the stock on the bullish side....we will really see if this stock can support this new valuation.,"But that’s kinda my point. @jlebenthal is a consistent Value Investor with a cool level-headed pragmatic approach. I’ve been following you on @HalftimeReport a long time. To hear YOU speak that way makes me think That’s the Top, in sentiment. Unless $MSFT and $SBUX hit home runs!",$SBUX enters bullish trend  https://tickeron.com/go/350889 ,While busy watching others missed red to green move of $UNH $BA $SBUX,$SBUX  Green !  Dips got bot !,"$SBUX and $DNKN trade near all time highs.  $KO s decision to enter coffee business with Costa acquisition appears to hold water.  Do you think Costa will be a hot ticket in the U.S.A.?  Lift, shift and scale.  Coffee shop business to get more competitive.  Retail/retail.",Starbucks opens first express store format in China  https://www.nrn.com/news/starbucks-opens-first-express-store-format-china … $SBUX,"$BTC- $USD $9,925.19 -722.19 (-6.78%)
#Bitcoin #USD #Cryptocurrency
9:21 AM 7/16/19

$usdu $uup $cyb $yinn $yang $cn $chn $fxch $cny $spy $spx $dia $djia $qqq $ixic $tlt $ief $tyx $shv $xbt $gbtc $gdx $gld $bar $nugt $slv $hyg $sq $sbux $msft $axp $pypl $ma $v $fb $brk.a $brk.b https://twitter.com/BoB2Trader/status/1151120546853089280 …","New blend of the day, a bean from Africa, Tanzania #iwantmorecoffee #sbux #intheneighborhood pic.twitter.com/p2UegtoQU2","Out $WYNN and $CRM with profit o/n hold, bailed on $SBUX weeklies small L. Missed totally on $ROKU. Blasted above our entry zones and smacked our sell zone 110.50.","$SPY  Look at how quickly selling increased once we broke the support I previously identified at 300.25.

 http://tradingideas.info 
$SPX $QQQ $DIA $IWM $VIX #stocks #trading #daytrading #investing #CNBC $FB $AAPL $AMZN $NFLX $GOOGL $SBUX $TSLA $MSFT $AMD #pennystocks pic.twitter.com/y9anrcDxyt","$SPY 
The S&P 500 just hit a record high — so did these stocks
$SBUX $DLTR $MCD #Consumer Discretionary #StocksToTrade pic.twitter.com/8pcTCzRJHV",OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days:  http://ow.ly/MyDL30p7Xdv  It's FREE! No Credit Card Required! $MU $INTC $SBUX $LULU,Looking at buying $SBUX and $MCD calls. Waiting for 3:30 -3:59 to decide. Should be able to pick up some #options on discount,#estate asset watch - some new 30 day highs reached Tuesday AM - $AMD $ROKU $IMRN $SCHW $VALE $APRN $AAPL $FB $FHN $CMCSA $MS $DAL $ET $JBHT $AG $CTL $GM $GS $PAAS $KNX $AAL $KO $HQP $CRM $DOW $SBUX $PG $GCAP $ETFC $MMM $CAT $CAT $PEP $BZUN $UAL $FSK $STLD $VKTX $CSX $WMT $UPS pic.twitter.com/24fSz9Zbuf,Looks like $SBUX bulls on a caffeine high  pic.twitter.com/nl6vIrnene,Starbucks $SBUX Upgraded at OTR Global  http://americanbankingnews.com/?p=11081091  #stocks,I’m not bashing but is it possible your bias clouds ur views?dominos is a pretty stable biz in the food category. You’ve been bearish for a while and the stocks haven’t quite agreed with you for a while now. What should be is different than what IS sometimes $DPZ $SBUX $MCD $SHAK,$SBUX A significant upward trend with excellent technical analysis  https://www.xosignals.com/en/chart/Stock/SBUX …,$SBUX Hearing Starbucks upgraded to Positive from Mixed at OTR Global,"$SBUX:- Bullish Accumulation Alert [52 Week percentile is > 99.9%], Current Price/52W High Are: 90.2/90.3",$FLCX .115 down 54% when INSIDERS have been LOADING MILLIONS💸🛒🍾 #blockchain #startup $AAPL $SIRI $SBUX $CSCO $INTC $HEAR $CLDX $AUTO $ACER $RIOT $QCOM $SNAP $FB $NETE $DCTH $RXMD $RNVA $VEND $DTST $PLSE $GROW $BLCM $AKER $SECO $AMZN $NVDA $NFLX $PAY $PYPL $CRM $ORCL $NVCN $T https://twitter.com/aaaamhim/status/1150921385222520834 …,"#patience grasshopper. $CMG to the food world, what $SBUX is to the coffee world. Indispensable","I’m telling ya, I’ve wondered this for years. Props to @Starbucks marketing team though! $SBUX  https://twitter.com/kevinolearytv/status/996757376421322752 …","'I like #bitcoin,' says #HouseGOP leader #KevinMcCarthy while bashing #Facebook's #LibraCoin  https://cnb.cx/2jJkbX1  $usdu $uup $cyb $yinn $yang $cn $chn $fxch $cny $spy $spx $dia $djia $qqq $ixic $tlt $ief $tyx $shv $btc $xbt $gbtc $gdx $gld $bar $sq $sbux $axp $pypl $ma $v $fb","Jul 16 - Stocks to watch

$AMD $AAPL $INTC $TSLA $MRVL $NLSN $CSCO $WKHS $SBUX $CTL 

Uptrend stocks (higher highs past 5 days)
 http://stockbeep.com/uptjul16 
#nyse #nasdaq",First Look: Starbucks unveils express store format > taking a page from the ⁦@LuckincoffeeO⁩ manual $LK $SBUX  https://www.chainstoreage.com/store-spaces/first-look-starbucks-unveils-express-store-format/ …,SBUX Passes 52-week high of $90.5 during PreMarket session $SBUX  https://pro.benzinga.com  @benzinga,$SBUX's in Uptrend: Moving Average Convergence Divergence (MACD) Histogram crosses above signal line. View odds for this and other indicators:  https://tickeron.com/go/348701  pic.twitter.com/G0HDiWixaQ,$SBUX impressive,"@realmoney Even if slowdown hits, @jimcramer says you'll look good with these six stocks $EL $PG $SBUX $CMG $NKE $MCD https://buff.ly/2ShgEfe ","Even if slowdown hits, @jimcramer says you'll look good with these six stocks $EL $PG $SBUX $CMG $NKE $MCD  https://buff.ly/2ShgEfe ","Yeah, Florida’s got it’s problems. But THIS isn’t one of them! 

#sbux #goodmorning
🌅 pic.twitter.com/j2tBeACSGe","Guess what? Ackman's not in the news anymore and he's outperforming.

$CMG $QSR $LOW $SBUX $UTX $HLT
 https://finance.yahoo.com/news/chipotle-jumps-record-leaving-behind-182449539.html …",most active $NDX stocks on Monday - $AMD SYMC $MU $SIRI $FB $AAPL $MSFT $CMCSA $INTC $TSLA $NFLX $NVDA $CSCO $JD $QCOM $AMAT $GILD $TMUS $WDC $SBUX $EBAY $MYL $ILMN $ATVI $TXN $KHC $MDLZ $AVGO $AAL $PYPL $WBA $AMZN $CSX $AMGN $FAST $PEP $CTSH $BIDU $EA $WYNN,most active $OEX stocks on Monday - $BAC $GE $F $C $WFC $PFE $FB $AAPL $MSFT $T $CMCSA $INTC $JPM $OXY $ABBV $MRK $ORCL $BMY $VZ $NFLX $JNJ $NVDA $KMI $CSCO $MS $QCOM $SLB $GILD $CVS $AGN $BA $XOM $DIS $KO $SBUX $GM $DOW $PG $BK $COP $EXC $CAT $PM $MO $ABT $USB,some new 30 day highs were reach Monday by:  -- $AMD $CAPR $MU $F $C $VALE $MSFT $INFY $GOLD $MRVL $MCRN $CSCO $CY $DAL $SBUX $SBUX $PG $EGO $HPQ $FDC $SES $TJX $WW $TXN $PHM $CYBR $PYPL $GLPG $CARA $PAGS $HD $UAA $CVX $WMT 4GS $DISCA $AFL $MET $MA $PSX,,,,,,,,,,,
